entry,at,order
"-- starting hand #313 (id: 19vfggckxf1u)  (No Limit Texas Hold'em) (dealer: ""Greg2 @ vkTMby1HzQ"") --",2025-09-09T06:29:44.383Z,175739938438300
"-- ending hand #312 --",2025-09-09T06:29:41.472Z,175739938147202
"""Greg2 @ vkTMby1HzQ"" collected 1.00 from pot",2025-09-09T06:29:41.472Z,175739938147201
"Uncalled bet of 0.50 returned to ""Greg2 @ vkTMby1HzQ""",2025-09-09T06:29:41.472Z,175739938147200
"""Barrett @ DpaA9Z-_WZ"" folds",2025-09-09T06:29:40.639Z,175739938063900
"""Greg2 @ vkTMby1HzQ"" posts a big blind of 1.00",2025-09-09T06:29:38.868Z,175739937886805
"""Barrett @ DpaA9Z-_WZ"" posts a small blind of 0.50",2025-09-09T06:29:38.868Z,175739937886804
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (132.75) | #9 ""Greg2 @ vkTMby1HzQ"" (27.25)",2025-09-09T06:29:38.868Z,175739937886801
"-- starting hand #312 (id: elftrxb59sti)  (No Limit Texas Hold'em) (dealer: ""Barrett @ DpaA9Z-_WZ"") --",2025-09-09T06:29:38.868Z,175739937886800
"-- ending hand #311 --",2025-09-09T06:29:35.942Z,175739937594202
"""Barrett @ DpaA9Z-_WZ"" collected 1.00 from pot",2025-09-09T06:29:35.942Z,175739937594201
"Uncalled bet of 0.50 returned to ""Barrett @ DpaA9Z-_WZ""",2025-09-09T06:29:35.942Z,175739937594200
"""Greg2 @ vkTMby1HzQ"" folds",2025-09-09T06:29:35.130Z,175739937513000
"""Barrett @ DpaA9Z-_WZ"" posts a big blind of 1.00",2025-09-09T06:29:33.327Z,175739937332705
"""Greg2 @ vkTMby1HzQ"" posts a small blind of 0.50",2025-09-09T06:29:33.327Z,175739937332704
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (132.25) | #9 ""Greg2 @ vkTMby1HzQ"" (27.75)",2025-09-09T06:29:33.327Z,175739937332701
"-- starting hand #311 (id: yuukluw4b8lc)  (No Limit Texas Hold'em) (dealer: ""Greg2 @ vkTMby1HzQ"") --",2025-09-09T06:29:33.327Z,175739937332700
"-- ending hand #310 --",2025-09-09T06:29:25.323Z,175739936532304
"""Barrett @ DpaA9Z-_WZ"" collected 27.75 from pot with Straight, 10 High on the second board  (combination: 10♦, 9♥, 8♦, 7♣, 6♦)",2025-09-09T06:29:25.323Z,175739936532303
"""Greg2 @ vkTMby1HzQ"" collected 27.75 from pot with Two Pair, 8's & 6's (combination: 8♠, 8♥, 6♣, 6♥, J♠)",2025-09-09T06:29:25.323Z,175739936532302
"""Barrett @ DpaA9Z-_WZ"" shows a 3♣, 10♦.",2025-09-09T06:29:25.323Z,175739936532301
"""Greg2 @ vkTMby1HzQ"" shows a 5♥, 8♠.",2025-09-09T06:29:25.323Z,175739936532300
"""Barrett @ DpaA9Z-_WZ"" calls 22.75",2025-09-09T06:29:24.507Z,175739936450700
"""Greg2 @ vkTMby1HzQ"" bets 22.75 and go all in",2025-09-09T06:29:22.771Z,175739936277100
"River (second board): 7♣, 9♥, Q♣, 8♦ [6♦]",2025-09-09T06:29:18.261Z,175739935826101
"River: 8♥, 6♣, 6♥, 3♥ [J♠]",2025-09-09T06:29:18.261Z,175739935826100
"""Barrett @ DpaA9Z-_WZ"" calls 3.00",2025-09-09T06:29:17.408Z,175739935740800
"""Greg2 @ vkTMby1HzQ"" bets 3.00",2025-09-09T06:29:15.972Z,175739935597200
"Turn (second board): 7♣, 9♥, Q♣ [8♦]",2025-09-09T06:29:13.256Z,175739935325601
"Turn: 8♥, 6♣, 6♥ [3♥]",2025-09-09T06:29:13.256Z,175739935325600
"""Barrett @ DpaA9Z-_WZ"" checks",2025-09-09T06:29:12.347Z,175739935234700
"""Greg2 @ vkTMby1HzQ"" checks",2025-09-09T06:29:10.970Z,175739935097000
"Flop (second board):  [7♣, 9♥, Q♣]",2025-09-09T06:29:07.721Z,175739934772101
"Flop:  [8♥, 6♣, 6♥]",2025-09-09T06:29:07.721Z,175739934772100
"""Greg2 @ vkTMby1HzQ"" calls 2.00 (bomb pot bet)",2025-09-09T06:29:06.887Z,175739934688700
"""Barrett @ DpaA9Z-_WZ"" posts a bet of 2.00 (bomb pot bet)",2025-09-09T06:29:06.080Z,175739934608000
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (132.25) | #9 ""Greg2 @ vkTMby1HzQ"" (27.75)",2025-09-09T06:29:04.051Z,175739934405101
"-- starting hand #310 (id: wveibnamwr4l)  (No Limit Texas Hold'em) (dealer: ""Barrett @ DpaA9Z-_WZ"") --",2025-09-09T06:29:04.051Z,175739934405100
"-- ending hand #309 --",2025-09-09T06:29:01.115Z,175739934111502
"""Greg2 @ vkTMby1HzQ"" collected 10.00 from pot",2025-09-09T06:29:01.115Z,175739934111501
"Uncalled bet of 5.00 returned to ""Greg2 @ vkTMby1HzQ""",2025-09-09T06:29:01.115Z,175739934111500
"""Barrett @ DpaA9Z-_WZ"" folds",2025-09-09T06:29:00.289Z,175739934028900
"""Greg2 @ vkTMby1HzQ"" raises to 7.00",2025-09-09T06:28:58.693Z,175739933869300
"""Barrett @ DpaA9Z-_WZ"" bets 2.00",2025-09-09T06:28:55.728Z,175739933572800
"Flop:  [4♥, 4♣, 5♥]",2025-09-09T06:28:51.308Z,175739933130800
"""Barrett @ DpaA9Z-_WZ"" calls 3.00",2025-09-09T06:28:50.505Z,175739933050500
"""Greg2 @ vkTMby1HzQ"" raises to 3.00",2025-09-09T06:28:49.250Z,175739932925000
"""Barrett @ DpaA9Z-_WZ"" posts a big blind of 1.00",2025-09-09T06:28:47.108Z,175739932710805
"""Greg2 @ vkTMby1HzQ"" posts a small blind of 0.50",2025-09-09T06:28:47.108Z,175739932710804
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (137.25) | #9 ""Greg2 @ vkTMby1HzQ"" (22.75)",2025-09-09T06:28:47.108Z,175739932710801
"-- starting hand #309 (id: yiqkzroe1pqk)  (No Limit Texas Hold'em) (dealer: ""Greg2 @ vkTMby1HzQ"") --",2025-09-09T06:28:47.108Z,175739932710800
"-- ending hand #308 --",2025-09-09T06:28:44.195Z,175739932419502
"""Greg2 @ vkTMby1HzQ"" collected 1.00 from pot",2025-09-09T06:28:44.195Z,175739932419501
"Uncalled bet of 0.50 returned to ""Greg2 @ vkTMby1HzQ""",2025-09-09T06:28:44.195Z,175739932419500
"""Barrett @ DpaA9Z-_WZ"" folds",2025-09-09T06:28:43.377Z,175739932337700
"""Greg2 @ vkTMby1HzQ"" posts a big blind of 1.00",2025-09-09T06:28:41.906Z,175739932190605
"""Barrett @ DpaA9Z-_WZ"" posts a small blind of 0.50",2025-09-09T06:28:41.906Z,175739932190604
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (137.75) | #9 ""Greg2 @ vkTMby1HzQ"" (22.25)",2025-09-09T06:28:41.906Z,175739932190601
"-- starting hand #308 (id: hs9ank0nhlh6)  (No Limit Texas Hold'em) (dealer: ""Barrett @ DpaA9Z-_WZ"") --",2025-09-09T06:28:41.906Z,175739932190600
"-- ending hand #307 --",2025-09-09T06:28:38.993Z,175739931899302
"""Barrett @ DpaA9Z-_WZ"" collected 1.00 from pot",2025-09-09T06:28:38.993Z,175739931899301
"Uncalled bet of 0.50 returned to ""Barrett @ DpaA9Z-_WZ""",2025-09-09T06:28:38.993Z,175739931899300
"""Greg2 @ vkTMby1HzQ"" folds",2025-09-09T06:28:38.177Z,175739931817700
"""Barrett @ DpaA9Z-_WZ"" posts a big blind of 1.00",2025-09-09T06:28:36.418Z,175739931641806
"""Greg2 @ vkTMby1HzQ"" posts a small blind of 0.50",2025-09-09T06:28:36.418Z,175739931641805
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (137.25) | #9 ""Greg2 @ vkTMby1HzQ"" (22.75)",2025-09-09T06:28:36.418Z,175739931641802
"-- starting hand #307 (id: 6rlb0kkfzpzf)  (No Limit Texas Hold'em) (dealer: ""Greg2 @ vkTMby1HzQ"") --",2025-09-09T06:28:36.418Z,175739931641801
"Poker variant defined as ""No Limit Texas Hold'em"" by the game type rotation.",2025-09-09T06:28:36.418Z,175739931641800
"-- ending hand #306 --",2025-09-09T06:28:33.498Z,175739931349802
"""Greg2 @ vkTMby1HzQ"" collected 5.00 from pot",2025-09-09T06:28:33.498Z,175739931349801
"Uncalled bet of 5.00 returned to ""Greg2 @ vkTMby1HzQ""",2025-09-09T06:28:33.498Z,175739931349800
"""Barrett @ DpaA9Z-_WZ"" folds",2025-09-09T06:28:32.676Z,175739931267600
"""Greg2 @ vkTMby1HzQ"" bets 5.00",2025-09-09T06:28:30.631Z,175739931063100
"River: 3♠, A♣, 4♥, 9♣ [9♠]",2025-09-09T06:28:27.586Z,175739930758600
"""Barrett @ DpaA9Z-_WZ"" calls 1.50",2025-09-09T06:28:26.735Z,175739930673500
"""Greg2 @ vkTMby1HzQ"" bets 1.50",2025-09-09T06:28:24.893Z,175739930489300
"Turn: 3♠, A♣, 4♥ [9♣]",2025-09-09T06:28:21.379Z,175739930137900
"""Barrett @ DpaA9Z-_WZ"" checks",2025-09-09T06:28:20.497Z,175739930049700
"""Greg2 @ vkTMby1HzQ"" checks",2025-09-09T06:28:17.053Z,175739929705300
"Flop:  [3♠, A♣, 4♥]",2025-09-09T06:28:14.370Z,175739929437000
"""Greg2 @ vkTMby1HzQ"" checks",2025-09-09T06:28:13.517Z,175739929351700
"""Barrett @ DpaA9Z-_WZ"" calls 1.00",2025-09-09T06:28:12.128Z,175739929212800
"""Greg2 @ vkTMby1HzQ"" posts a big blind of 1.00",2025-09-09T06:28:08.089Z,175739928808905
"""Barrett @ DpaA9Z-_WZ"" posts a small blind of 0.50",2025-09-09T06:28:08.089Z,175739928808904
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (139.75) | #9 ""Greg2 @ vkTMby1HzQ"" (20.25)",2025-09-09T06:28:08.089Z,175739928808901
"-- starting hand #306 (id: pwzhpanlu7ep)  (Pot Limit Omaha Hi/Lo 8 or Better) (dealer: ""Barrett @ DpaA9Z-_WZ"") --",2025-09-09T06:28:08.089Z,175739928808900
"-- ending hand #305 --",2025-09-09T06:28:05.153Z,175739928515302
"""Greg2 @ vkTMby1HzQ"" collected 6.00 from pot",2025-09-09T06:28:05.153Z,175739928515301
"Uncalled bet of 4.50 returned to ""Greg2 @ vkTMby1HzQ""",2025-09-09T06:28:05.153Z,175739928515300
"""Barrett @ DpaA9Z-_WZ"" folds",2025-09-09T06:28:04.299Z,175739928429900
"""Greg2 @ vkTMby1HzQ"" bets 4.50",2025-09-09T06:28:03.122Z,175739928312200
"""Barrett @ DpaA9Z-_WZ"" checks",2025-09-09T06:28:00.017Z,175739928001700
"Flop:  [J♥, J♠, 9♦]",2025-09-09T06:27:57.457Z,175739927745700
"""Barrett @ DpaA9Z-_WZ"" calls 3.00",2025-09-09T06:27:56.627Z,175739927662700
"""Greg2 @ vkTMby1HzQ"" raises to 3.00",2025-09-09T06:27:55.111Z,175739927511100
"""Barrett @ DpaA9Z-_WZ"" posts a big blind of 1.00",2025-09-09T06:27:52.614Z,175739927261405
"""Greg2 @ vkTMby1HzQ"" posts a small blind of 0.50",2025-09-09T06:27:52.614Z,175739927261404
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (142.75) | #9 ""Greg2 @ vkTMby1HzQ"" (17.25)",2025-09-09T06:27:52.614Z,175739927261401
"-- starting hand #305 (id: 3y1nxdtssrbo)  (Pot Limit Omaha Hi/Lo 8 or Better) (dealer: ""Greg2 @ vkTMby1HzQ"") --",2025-09-09T06:27:52.614Z,175739927261400
"-- ending hand #304 --",2025-09-09T06:27:49.682Z,175739926968202
"""Barrett @ DpaA9Z-_WZ"" collected 12.00 from pot",2025-09-09T06:27:49.682Z,175739926968201
"Uncalled bet of 6.00 returned to ""Barrett @ DpaA9Z-_WZ""",2025-09-09T06:27:49.682Z,175739926968200
"""Greg2 @ vkTMby1HzQ"" folds",2025-09-09T06:27:48.860Z,175739926886000
"""Barrett @ DpaA9Z-_WZ"" bets 6.00",2025-09-09T06:27:47.046Z,175739926704600
"""Greg2 @ vkTMby1HzQ"" checks",2025-09-09T06:27:44.473Z,175739926447300
"Turn: 5♣, 2♦, J♠ [7♥]",2025-09-09T06:27:42.350Z,175739926235000
"""Barrett @ DpaA9Z-_WZ"" calls 3.00",2025-09-09T06:27:41.535Z,175739926153500
"""Greg2 @ vkTMby1HzQ"" bets 3.00",2025-09-09T06:27:39.170Z,175739925917000
"Flop:  [5♣, 2♦, J♠]",2025-09-09T06:27:36.005Z,175739925600500
"""Barrett @ DpaA9Z-_WZ"" calls 3.00",2025-09-09T06:27:35.165Z,175739925516500
"""Greg2 @ vkTMby1HzQ"" raises to 3.00",2025-09-09T06:27:33.570Z,175739925357000
"""Barrett @ DpaA9Z-_WZ"" calls 1.00",2025-09-09T06:27:30.507Z,175739925050700
"""Greg2 @ vkTMby1HzQ"" posts a big blind of 1.00",2025-09-09T06:27:28.057Z,175739924805705
"""Barrett @ DpaA9Z-_WZ"" posts a small blind of 0.50",2025-09-09T06:27:28.057Z,175739924805704
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (136.75) | #9 ""Greg2 @ vkTMby1HzQ"" (23.25)",2025-09-09T06:27:28.057Z,175739924805701
"-- starting hand #304 (id: nwir9gsldck1)  (Pot Limit Omaha Hi/Lo 8 or Better) (dealer: ""Barrett @ DpaA9Z-_WZ"") --",2025-09-09T06:27:28.057Z,175739924805700
"-- ending hand #303 --",2025-09-09T06:27:25.138Z,175739924513802
"""Greg2 @ vkTMby1HzQ"" collected 2.00 from pot",2025-09-09T06:27:25.138Z,175739924513801
"Uncalled bet of 2.00 returned to ""Greg2 @ vkTMby1HzQ""",2025-09-09T06:27:25.138Z,175739924513800
"""Barrett @ DpaA9Z-_WZ"" folds",2025-09-09T06:27:24.279Z,175739924427900
"""Greg2 @ vkTMby1HzQ"" raises to 3.00",2025-09-09T06:27:23.124Z,175739924312400
"""Barrett @ DpaA9Z-_WZ"" posts a big blind of 1.00",2025-09-09T06:27:16.333Z,175739923633306
"""Greg2 @ vkTMby1HzQ"" posts a small blind of 0.50",2025-09-09T06:27:16.333Z,175739923633305
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (137.75) | #9 ""Greg2 @ vkTMby1HzQ"" (22.25)",2025-09-09T06:27:16.333Z,175739923633302
"-- starting hand #303 (id: jxxcwogbaqaj)  (Pot Limit Omaha Hi/Lo 8 or Better) (dealer: ""Greg2 @ vkTMby1HzQ"") --",2025-09-09T06:27:16.333Z,175739923633301
"Poker variant defined as ""Pot Limit Omaha Hi/Lo (8 or Better)"" by the game type rotation.",2025-09-09T06:27:16.333Z,175739923633300
"-- ending hand #302 --",2025-09-09T06:27:13.330Z,175739923333002
"""Barrett @ DpaA9Z-_WZ"" collected 2.00 from pot",2025-09-09T06:27:13.330Z,175739923333001
"Uncalled bet of 1.00 returned to ""Barrett @ DpaA9Z-_WZ""",2025-09-09T06:27:13.330Z,175739923333000
"""Greg2 @ vkTMby1HzQ"" folds",2025-09-09T06:27:12.499Z,175739923249900
"""Barrett @ DpaA9Z-_WZ"" bets 1.00",2025-09-09T06:27:10.958Z,175739923095800
"""Greg2 @ vkTMby1HzQ"" checks",2025-09-09T06:27:08.218Z,175739922821800
"Flop:  [J♥, 7♦, 3♣]",2025-09-09T06:27:06.171Z,175739922617100
"""Greg2 @ vkTMby1HzQ"" checks",2025-09-09T06:27:05.339Z,175739922533900
"""Barrett @ DpaA9Z-_WZ"" calls 1.00",2025-09-09T06:27:03.947Z,175739922394700
"""Greg2 @ vkTMby1HzQ"" posts a big blind of 1.00",2025-09-09T06:27:01.195Z,175739922119505
"""Barrett @ DpaA9Z-_WZ"" posts a small blind of 0.50",2025-09-09T06:27:01.195Z,175739922119504
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (136.75) | #9 ""Greg2 @ vkTMby1HzQ"" (23.25)",2025-09-09T06:27:01.195Z,175739922119501
"-- starting hand #302 (id: aqpynxgop9hw)  (Pot Limit Omaha Hi) (dealer: ""Barrett @ DpaA9Z-_WZ"") --",2025-09-09T06:27:01.195Z,175739922119500
"-- ending hand #301 --",2025-09-09T06:26:58.270Z,175739921827002
"""Greg2 @ vkTMby1HzQ"" collected 2.00 from pot",2025-09-09T06:26:58.270Z,175739921827001
"Uncalled bet of 2.00 returned to ""Greg2 @ vkTMby1HzQ""",2025-09-09T06:26:58.270Z,175739921827000
"""Barrett @ DpaA9Z-_WZ"" folds",2025-09-09T06:26:57.459Z,175739921745900
"""Greg2 @ vkTMby1HzQ"" raises to 3.00",2025-09-09T06:26:50.156Z,175739921015600
"""Barrett @ DpaA9Z-_WZ"" posts a big blind of 1.00",2025-09-09T06:26:47.582Z,175739920758205
"""Greg2 @ vkTMby1HzQ"" posts a small blind of 0.50",2025-09-09T06:26:47.582Z,175739920758204
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (137.75) | #9 ""Greg2 @ vkTMby1HzQ"" (22.25)",2025-09-09T06:26:47.582Z,175739920758201
"-- starting hand #301 (id: kybtbbh1umrn)  (Pot Limit Omaha Hi) (dealer: ""Greg2 @ vkTMby1HzQ"") --",2025-09-09T06:26:47.582Z,175739920758200
"-- ending hand #300 --",2025-09-09T06:26:44.664Z,175739920466402
"""Greg2 @ vkTMby1HzQ"" collected 1.00 from pot",2025-09-09T06:26:44.664Z,175739920466401
"Uncalled bet of 0.50 returned to ""Greg2 @ vkTMby1HzQ""",2025-09-09T06:26:44.664Z,175739920466400
"""Barrett @ DpaA9Z-_WZ"" folds",2025-09-09T06:26:43.845Z,175739920384500
"""Greg2 @ vkTMby1HzQ"" posts a big blind of 1.00",2025-09-09T06:26:40.064Z,175739920006405
"""Barrett @ DpaA9Z-_WZ"" posts a small blind of 0.50",2025-09-09T06:26:40.064Z,175739920006404
"Player stacks: #2 ""Barrett @ DpaA9Z-_WZ"" (138.25) | #9 ""Greg2 @ vkTMby1HzQ"" (21.75)",2025-09-09T06:26:40.064Z,175739920006401
"-- starting hand #300 (id: rejtwoz4xv9w)  (Pot Limit Omaha Hi) (dealer: ""Barrett @ DpaA9Z-_WZ"") --",2025-09-09T06:26:40.064Z,175739920006400
"-- ending hand #299 --",2025-09-09T06:26:34.061Z,175739919406103
"""Barrett @ DpaA9Z-_WZ"" collected 37.50 from pot with Three of a Kind (combination: 9♦, 9♣, 9♠, K♠, J♣)",2025-09-09T06:26:34.061Z,175739919406102
"""Barrett @ DpaA9Z-_WZ"" shows a 8♦, 3♠, K♠, 9♦.",2025-09-09T06:26:34.061Z,175739919406101
"""Greg2 @ vkTMby1HzQ"" shows a 7♥, K♣, 4♣, A♣.",2025-09-09T06:26:34.061Z,175739919406100
"""Greg2 @ vkTMby1HzQ"" checks",2025-09-09T06:26:33.169Z,175739919316900
"""Barrett @ DpaA9Z-_WZ"" checks",2025-09-09T06:26:30.837Z,175739919083700
"River: 6♥, 5♥, 9♣, 9♠ [J♣]",2025-09-09T06:26:28.052Z,175739918805200
"""Barrett @ DpaA9Z-_WZ"" calls 11.25",2025-09-09T06:26:27.198Z,175739918719800
"""Greg2 @ vkTMby1HzQ"" bets 11.25",2025-09-09T06:26:25.742Z,175739918574200
"""Barrett @ DpaA9Z-_WZ"" checks",2025-09-09T06:26:21.970Z,175739918197000
